Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
Vinay,232.5,1259.1,927.9,51.6,49.9,3.2,7.8,10.5,P
Vinay,215.6,1198.4,887.3,54.5,52,3.1,108.2,95.1,P
Vinay,66.7,924.4,511.5,37.8,32.8,3.1,15.3,6.6,P
Vinay,498,934.7,744.8,60.6,56.5,3,70.8,45.5,P
Vinay,149.4,608.6,645.1,32.1,29.7,3.1,5.8,10.8,P
Vinay,99.8,607.5,650.7,31.8,29,3.1,22.4,8.6,P
Vinay,82.8,1127.5,1077.9,31.4,27,3.1,3.1,4.7,P
Vinay,199.2,1138.4,1075.5,31.4,27.4,3.1,4.8,9.8,P
Vinay,66.4,2797,-846.5,30.8,26.3,3.1,2.7,1.1,P
Vinay,166.5,1185.6,1145,30.1,26.1,3,2.4,3.2,P
Vinay,82.7,696.2,625.8,31,27,3,0.8,1.6,P
Vinay,66.7,910.5,1045.7,30,25.8,3.1,12,41.3,P
Vinay,331.6,1019,910.3,32.5,28.6,3.2,9.5,5.5,P
Vinay,149.5,424.5,544,30.1,26.2,2.9,2.4,7.6,P
Vinay,83.4,1113.5,598,28.4,27,3.1,12.2,5.6,P
Vinay,99.3,1365.1,1199.9,52.7,51.2,3,22.1,31.3,P
Vinay,165.7,1190.3,565.2,28,26.2,3.1,16,11.6,P
Vinay,149.5,1488.5,1383,28.3,26,3.1,3.3,5.7,P
Vinay,132.9,1185.4,1026.5,54.6,50.8,3.2,56.1,112.3,P
Vinay,116.1,1856.2,1068.2,50,46.7,3,74.9,33.9,P
Vinay,132.4,1746.9,1231.7,49.5,48.6,3.2,46,35.2,P
Vinay,116.3,1246.7,613.6,61.4,47.4,3.2,12.7,9.4,P
Vinay,116.2,1140.4,532.4,63.3,47.6,3.2,4.6,9.5,P
Vinay,83.1,1383.4,750.5,64.3,54,3.5,3.1,3.7,P
Vinay,149.4,1636.9,1174.1,56.6,55.8,3.6,6.8,20.6,P
Vinay,215.9,919.5,517.7,69.6,55.8,3.4,22.1,17.5,P
Vinay,83,1367.4,841.7,67.4,60.4,3.7,5.6,10.6,P
Vinay,132.7,1482.1,928.5,65.8,60.4,3.7,4.8,10.3,P
Vinay,116.1,1673,1220.1,62,63,3.7,8.2,2.4,P
Vinay,149,1226.4,817.6,57.9,50.3,3.6,13.2,16,P
Vinay,132.8,861.8,439.6,68.8,54.3,3.4,7.7,6.2,P
Vinay,298.5,1298.9,800.4,64.9,57.6,3.6,22,32.1,P
Vinay,116.3,848.3,434,69.1,53.3,3.4,8.2,6.4,P
Vinay,82.7,1170.5,693.6,61.8,52.4,3.6,3.9,9.1,P
Vinay,115.9,1315.3,900.7,67,62.7,3.7,9.6,12.1,P
Vinay,99.5,1135.2,743.7,71.3,63.8,3.8,5.8,9.8,P
Vinay,67,1163.5,741.2,71,62.5,3.8,3.7,4.1,P
Vinay,149.5,1451.3,1131.8,66.7,66.3,3.8,7.1,16.1,P
Vinay,99.1,1144.2,726.5,69.5,61.2,3.6,7,5,P
Vinay,182.6,1126.5,727.7,65.9,57.5,3.6,2.4,8.2,P
Vinay,116.4,1269,772.4,68.1,60.4,3.8,2.4,3.6,P
Vinay,149.4,1291.1,773.7,67.9,59.2,3.7,3,6.8,P
Vinay,198.6,1104.5,691.8,70.8,60.8,3.7,10.8,18.9,P
Vinay,166.1,1396.3,970.1,66.3,62,3.8,18.3,32.6,P
Vinay,149.5,1146.6,590.8,70,57.6,3.7,5.7,29.7,P
Vinay,232.2,1169.1,577.2,71.5,57.9,3.8,19.9,29.4,P
Vinay,199.1,1292.7,701.1,69.2,58.8,3.8,14.5,13.7,P
Vinay,182.7,1291.3,658.3,67.7,56.2,3.7,6.9,11.4,P
Vinay,182.8,1424.2,807.5,66.5,58.9,3.8,6.1,5.5,P
Vinay,166.4,1287.5,684.5,69,57.4,3.7,7.4,22.1,P
Vinay,182.7,1292.2,653.6,66.7,55.4,3.8,14.3,17.6,P
Vinay,149.3,1420.1,790,68,59.9,3.8,18.8,28.9,P
Vinay,166,1449.8,819.3,68,60.3,3.8,6.5,14.3,P
Vinay,99.6,1288.4,669.2,69.3,57.2,3.8,5.2,12.6,P
Vinay,166.1,1296,673.4,69.3,57.9,3.8,5.1,5.3,P
Vinay,282,1281.8,641.9,70.6,58,3.8,8.5,13.7,P
Vinay,165.7,1398.7,781.8,64.5,55.6,3.8,11.6,24.6,P
Vinay,115.9,1429.2,819.4,67,59.7,3.8,8.9,13.8,P
Vinay,315.1,1272.3,668.6,68.3,55.9,3.7,12.9,10.3,P
Vinay,149.5,1398.3,779.4,67,57.9,3.7,6,7.7,P
Vinay,99.8,1407.3,802.7,65.2,57.2,3.7,2.2,2.1,P
Vinay,332,1257.2,657.3,67.1,54.7,3.6,14,16.3,P
Vinay,232.4,1401,797.8,64.3,56.4,3.6,8.8,11.2,P
Vinay,249.1,1259,662.6,67.2,55.2,3.6,7.9,12.4,P
Vinay,282,1261.1,640.5,67.4,55.4,3.6,11.3,12.3,P
Vinay,116.1,347.7,637.2,31,29.4,3,35.6,14.5,P
Vinay,132.7,471.4,584.9,30.6,27.9,3,9.7,12.8,P
Vinay,132.7,513.3,579.6,30.9,27.5,3.1,8.3,8.6,P
Vinay,248.8,500.3,567.7,30.8,27.2,3.1,10.6,5.7,P
Vinay,282.4,517.3,553.6,31.1,27,3.1,15.5,31,P
Vinay,116.4,595.5,552.3,36.1,31.1,3.2,465.5,244.6,P
Vinay,133.2,664.9,656.6,42.4,40,3,94,51.1,P
Vinay,99.8,789.6,622.1,32,27,3.3,4.5,5.4,P
Vinay,99.6,695.9,474.3,62.7,49.2,2.9,14.1,8.7,P
Vinay,99.6,607.9,327,59.2,45,2.8,11.4,8.8,P
Vinay,249.2,971.9,439.5,57.3,41.6,2.8,30.5,24.2,P
Vinay,216.1,935.3,411.3,55.2,39.8,2.8,7.7,10.2,P
Vinay,133,850.1,634.4,30,25.9,2.9,8.9,9.2,P
Vinay,166,1765.1,337.3,30.3,25.7,3.2,2653.3,2622.1,P
Vinay,83.2,1028,1044,31.2,27,3,3.7,2.8,P
Vinay,282,820.2,707.3,36.9,31.7,3.2,45,17.2,P
Vinay,149.3,804.4,674.4,65.9,59.3,3.2,19.1,29.2,P
Vinay,215.8,799.8,675.1,65.9,59.7,3.2,16.7,26.4,P
Vinay,165.9,855.1,752.6,36.9,33.3,3.2,9.4,9.8,P
Vinay,66.5,869.1,738.9,39.5,35.8,3.2,3.5,3.9,P
Vinay,115.9,906.7,748.6,46,38.4,3,25.8,29.2,P
Vinay,132.8,966.1,755.5,30.6,25.5,3.1,11.6,11,P
Vinay,464.9,983.7,750.8,34.8,29.3,3.1,19.7,15.5,P
Vinay,133,972.7,729.7,43.6,37.6,3.2,21.3,9.2,P
Vinay,315.5,983,744.5,44.5,38.4,3.2,8.9,24.8,P
Vinay,215.8,974.9,769.1,39.6,33.9,3.1,19.4,15,P
Vinay,464.8,857.7,938.3,31.2,25.9,3.1,2210.9,2917,P
Vinay,99.5,969.9,789.8,30.7,25.7,3.1,3,7.2,P
Vinay,83.2,965.7,797.3,30.8,26.4,3.1,2.3,2.5,P
Vinay,215.9,912.8,807.2,30.8,27.6,3,9.7,12,P
Vinay,232.1,934.4,800.6,30.4,27.1,3,13.3,7.6,P
Vinay,116.1,925.3,799.9,31,26.9,3,2.1,8.3,P
Vinay,116.4,973.7,850.8,30.4,26.6,3,9.5,3.9,P
Vinay,696.9,849.7,805.5,37.8,33.5,3,647.9,1227.8,P
Vinay,116,712.3,1122.6,29.6,25.1,3,630.7,1323.1,P
Vinay,630.7,883.1,750.2,29.4,25.3,2.9,13.1,11.6,P
Vinay,464.7,874.9,747.4,29.5,25.5,3,26.3,17.1,P
Vinay,431.5,886.1,764.3,29,25.3,2.8,40.9,44.4,P
Vinay,149.5,949.7,779.8,28.1,24.9,2.9,2,5.6,P
Vinay,149.6,948.7,753,33.9,28.7,2.8,11.1,33.7,P
Vinay,182.4,1046.5,787,32.6,27.3,3,3.8,10.8,P
Vinay,398.5,1056.1,788.4,31.6,25.8,3.1,13.1,25.4,P
Vinay,381.3,1052,777,33.4,27.8,3.2,7.9,18,P
Vinay,580.8,1126.3,759.1,48.6,42.2,2.9,35,41.9,P
Vinay,248.8,905.6,695.4,27.3,22.7,2.7,12.4,7.2,P
Vinay,83.2,934.9,729.3,43.8,38.6,2.7,1.9,3.3,P
Vinay,365.4,1083.5,461.1,36.5,30.7,2.7,1488.8,2509.3,P
Vinay,83,970,744.6,49.4,43.6,2.7,16.7,17.5,P
Vinay,149.6,901.8,788.3,28.2,23.9,2.8,1.5,14.1,P
Vinay,182.7,908.1,797.8,28,24.4,2.8,15.2,6.1,P
Vinay,149.3,977.9,766.2,28.3,23.3,2.8,9.1,8.7,P
Vinay,331.9,883.2,751.6,28.7,25,2.8,3.8,9.5,P
Vinay,215.7,886.4,737.9,28.4,24.5,2.8,10.4,6,P
Vinay,1559.9,910.2,733.9,28.4,24.8,2.9,26.6,39.4,P
Vinay,580.9,898.7,731.3,28.6,24.8,2.9,69.6,19.4,P
Vinay,497.6,872.9,728.8,31.5,27.5,2.8,43.1,41.1,P
Vinay,99.9,953.1,751,32.2,27.3,2.8,14.8,12.8,P
Vinay,182.5,899.7,735.8,28,23.9,2.8,7.2,4.8,P
Vinay,2621.9,937.3,800.4,28.8,24.6,2.9,26.7,33.2,P
Vinay,83,948.4,801.9,28.6,24,2.9,1.8,8.1,P
Vinay,929.6,966.9,790.6,28.4,23.5,2.9,23.8,14.8,P
Vinay,83.4,917.4,780,50.8,44.8,3,7.1,25.3,P
Vinay,216.2,943.8,794.4,31.1,26.3,2.9,9.1,11,P
Vinay,99.5,1018.5,737.4,59.3,50,2.9,4.2,12.4,P
Vinay,381.4,1068.5,800.1,51.7,43.2,2.9,42.7,39.6,P
Vinay,99.7,1060.9,811.6,29.2,22.8,2.9,10.5,18.8,P
Vinay,1161.5,1062,824.1,44,36.7,3,47.3,60.3,P
Vinay,514.2,1073.8,849,39.3,32.7,3,15.1,14.7,P
Vinay,215.5,990.5,1032.2,31.2,28.5,3,5.3,61.1,P
Vinay,945.8,1007.2,1012.3,31,27.6,3,13.7,16.3,P
Vinay,133,1044.1,800.2,29.5,23.1,3,28.9,29.3,P
Vinay,99.5,975.2,847.4,27.8,24,2.8,1.5,8.4,P
Vinay,99.4,743.4,709.3,37.3,32.7,2.8,3.8,8.9,P
Vinay,83.3,741.1,699.7,40.2,35,2.8,11,6.4,P
Vinay,99.7,727.7,699,33.3,29.3,2.9,4.3,4.5,P
Vinay,1012.3,905.4,753.2,28.5,24.1,2.9,16.4,31.3,P
Vinay,1062.8,925.7,747.2,27.9,23.3,2.8,39.2,17.8,P
Vinay,531,1083.8,868.8,51.1,45.4,3,38.7,46.9,P
Vinay,431.3,1096.3,895.3,49.4,43.8,3,41.8,48.5,P
Vinay,481.4,1119.1,964,30.8,26.1,3,43.8,77.6,P
Vinay,132.5,1051.3,859.6,29,24,3,4.3,12.9,P
Vinay,116.5,1059.6,885,28.7,24.1,3,5.8,10.2,P
Vinay,149.4,1046.7,885.5,28.7,24.2,2.9,6.4,29.1,P
Vinay,132.6,1043.1,842.3,27.4,22.6,2.8,2.6,25.1,P
Vinay,116.6,1085.3,608.7,53.6,44.4,2.8,11,38.2,P
Vinay,332.1,1082.5,602.1,53.1,43.8,2.8,24.9,33,P
Vinay,497.8,1117,638.5,53.1,45,2.9,28.5,33.5,P
Vinay,182.9,1120,658.7,53.7,45.6,2.9,14.9,21.1,P
Vinay,182.3,953.7,625.6,27.1,21.5,2.8,27.7,19.9,P
Vinay,414.8,856.6,665.4,28.6,23.8,2.8,11.2,18.1,P
Vinay,66.7,892.2,673.4,28,22,2.8,3.7,1.6,P
Vinay,166.2,994.4,732.8,39.6,33.7,2.8,21.2,18.7,P
Vinay,365.4,958.7,698.3,39.1,33.1,2.9,17.6,20.4,P
Vinay,763.4,958.7,695.9,45.3,38.3,2.9,48.7,35.4,P
Vinay,713.8,956.1,699,34.1,28.5,2.8,20.3,24.7,P
Vinay,149.2,990.3,748.6,30.6,26,2.8,8.8,8.1,P
Vinay,497.7,1001.8,771.4,30.2,25.6,2.9,18.4,14,P
Vinay,83.2,993.2,801.8,47,41.8,3,3.7,7.8,P
Vinay,397.8,964.9,823.5,32.2,28.1,3,22.4,36.2,P
Vinay,99.5,939.8,834.9,29.2,24.3,2.9,18.4,7.6,P
Vinay,149.2,740.4,628,45.3,40.2,2.9,14.3,13.2,P
Vinay,82.8,1200.6,823.7,47.8,42.4,3.2,4.2,8.5,P
Vinay,381.6,720.8,476.8,64.8,57.7,3.3,348.2,260,P
Vinay,349,532.6,392.4,64.6,56.2,3.2,95,54.2,P
Vinay,298.5,901.5,525.9,60.4,53.4,3.2,294.4,116.4,P
Vinay,66.8,744.2,324,73.5,64.5,3.9,43.3,50.8,P
Vinay,166,664.2,168,74,62.6,3.9,52.5,144.1,P
Vinay,597.7,879.3,392.9,67.4,58.4,3.6,313.5,271.1,P
Vinay,166,824.5,450.1,65.5,55.9,3.4,36,14.3,P
Vinay,381.6,845.2,413.2,66,56.5,3.5,50.2,90.8,P
Vinay,431.6,573.8,323.3,67.6,58.4,3.4,135.1,77.6,P
Vinay,116.4,698.2,377.4,67.9,57.6,3.5,35,10.9,P
Vinay,83.1,775.5,428.8,68.4,59,3.5,4.4,22.4,P
Vinay,414.9,390,342.7,65.5,60.4,3.4,327.6,196.5,P
Vinay,83.2,664.2,545.9,68.8,63.8,3.4,3.9,4.4,P
Vinay,67,634,469.1,68.8,62.5,3.4,27.1,34.3,P
Vinay,249.1,701.3,464.3,69,61.1,3.5,28.4,66.3,P
Vinay,166.1,690.5,439.2,69.4,61.1,3.5,33.8,34.3,P
Vinay,115.9,726.1,449.1,69,60.9,3.5,6.6,25.1,P
Vinay,149.3,722,439.4,67.1,59.2,3.4,14.2,17.8,P
Vinay,829.3,753,466.9,64.3,56.7,3.2,27.9,24.8,P
Vinay,464.6,795.8,503,64.1,57.2,3.2,20.2,37.5,P
Vinay,165.7,778.5,628.2,38.1,33.2,3.3,40.5,22.4,P
Vinay,66.9,849.5,521.1,63.8,54.8,3.2,12.1,6.4,P
Vinay,99.5,1231.6,349.6,57.3,42.5,3.1,35.2,36.5,P
Vinay,99.6,2680.3,2087.2,45.5,44.7,3.4,113.4,108.1,P
Vinay,165.7,2330.7,1067.1,55.4,47.5,3.8,13.1,29.3,P
Vinay,149.6,666.9,537.7,59.4,53.7,3.4,25.4,52,P
Vinay,116.3,624.5,533.5,61.7,57.3,3.1,16.4,19.4,P
Vinay,199,691,476.4,58.8,52.3,2.9,48,19.4,P
Vinay,99.5,742.4,505.8,58.2,51.5,2.9,20.8,20.7,P
Vinay,215.7,784.5,514.9,58.6,51.9,3,20.9,22.8,P
Vinay,299,839.9,534.9,58.5,52.1,3,44.5,46.6,P
Vinay,331.7,881.1,564.5,57.9,51.6,3,18.2,15.1,P
Vinay,132.8,851.4,619.9,59,53.3,3,9.8,36.3,P
Vinay,149.3,917.8,644.5,43.3,38.1,3,21.4,20.9,P
Vinay,464.8,1062.3,718.8,60.4,54.6,3.2,134,117.9,P
Vinay,730.7,1119.9,791.6,59.9,54.2,3.2,34.9,105.7,P
Vinay,83.3,929.6,815.1,37.2,32,3.1,48.5,22.1,P
Vinay,66.3,1181.8,749.4,32,28.5,3.2,240.4,57.5,P
Vinay,116.2,784,710,32.7,29.7,3.2,62.3,46.7,P
Vinay,232.1,710.5,512.3,65.4,57.5,3.3,74.7,85.6,P
Vinay,249.2,818.5,621.4,56.1,50.7,3.3,100.9,82.6,P
Vinay,149.1,881.7,628,64.3,59.1,3.3,30.6,12.1,P
Vinay,165.9,933.1,601.2,62.7,56.2,3.2,15.1,16.3,P
Vinay,132.8,822.2,751,35,31.8,3.2,5.9,14.5,P
Vinay,215.7,682.4,430.7,66.2,55,3.2,6,50.5,P
Vinay,132.9,782.3,518.6,65.8,56.6,3.2,13,42.3,P
Vinay,116.1,733.4,581.8,64.1,57,3.2,4.6,5.6,P
Vinay,149.5,850.7,560,63.4,54.8,3.1,11.1,19.4,P
Vinay,149.2,875.1,558.3,62.8,53.3,3,7.9,12.1,P
Vinay,149.3,869.3,551.5,61.8,52.7,3,12.8,20.3,P
Vinay,99.6,932.2,594.1,60.3,51.8,3,11.1,5.4,P
Vinay,182.6,701.7,574.3,63.7,56.8,3.1,12.9,17.6,P
Vinay,82.8,661.3,555.8,65.8,58.8,3.1,4.7,5.7,P
Vinay,249.5,1041.5,639.8,62.1,53.7,3.2,73.3,59.7,P
Vinay,82.7,972.2,613.3,63.6,54.4,3.2,3,13.6,P
Vinay,149.2,791.1,610.9,61.2,54.8,3.1,7,12.9,P
Vinay,99.6,718.8,587.8,64.2,56.5,3.1,4.1,5.9,P
Vinay,165.8,840.8,635.7,60.5,53.4,3.1,12.3,10.3,P
Vinay,232.6,882,650.9,61.9,55.4,3.1,16.2,10.4,P
Vinay,132.9,1086.2,676.2,61,53.5,3.1,8.5,19.8,P
Vinay,132.8,1142.7,708.8,60.5,52.5,3.1,9,6.2,P
Vinay,198.8,720.7,582.5,59.3,52.7,3,24.1,7.8,P
Vinay,149.4,793,611.3,59.2,51.8,3,10.7,10.6,P
Vinay,115.7,826.6,623.6,59.6,54.1,3.1,15.4,17.4,P
Vinay,149.5,1184.4,716.5,60.4,52.4,3.2,19.4,29.2,P
Vinay,132.5,1221.2,741.1,59.4,51.6,3.2,4.8,9.4,P
Vinay,133,1151.5,704.1,60.3,52,3.2,7.7,12,P
Vinay,199,667.4,633.9,31,26.8,3,8.5,11.1,P
Vinay,132.7,700.4,618.4,34.6,30.3,3.1,7.3,5.9,P
Vinay,133.3,1132,739.2,59,50.8,3.3,21.9,27.5,P
Vinay,116,1215.5,792.2,61,54.3,3.3,6.1,25.3,P
Vinay,99.2,778.9,681.2,46,38.3,3.2,39.9,21.8,P
Vinay,116.1,806.8,672.8,54.9,48.7,3.2,113.8,10.1,P
Vinay,232.3,789.2,670.2,58.5,52.6,3.2,108.3,52.7,P
Vinay,448.2,851.6,684.7,37.9,33.1,3.2,115.1,32.9,P
Vinay,132.7,862.3,678.7,52.5,46.6,3.2,107.1,14.4,P
Vinay,132.7,784.6,673.6,36.6,32,3.2,2,2.9,P
Vinay,82.7,772.8,666.2,32.8,28.4,3.2,2.1,1.9,P
Vinay,83.2,924.9,660.1,37.4,32.2,3.2,12.3,26.7,P
Vinay,83,894.1,682.8,37.2,32.4,3.2,0.9,2.7,P
Vinay,132.3,894,651.4,39.5,33.8,3.3,101,30.2,P
Vinay,199.4,898.9,652.2,41.4,35.8,3.2,42.4,71.3,P
Vinay,215.8,775.3,677.5,37.8,33.2,3.2,9.7,6.9,P
Vinay,149.4,1022.2,635.9,64.1,55.3,3.2,18.9,19.3,P
Vinay,82.7,1019.6,644.4,63,55.2,3.2,4.6,15,P
Vinay,116,976.7,648.4,61,54,3.2,41.7,24.4,P
Vinay,514.6,1053.1,644.3,61.4,54.4,3.2,36.7,55.1,P
Vinay,83.2,1831.5,1540.5,48,50,3.4,2.9,29.7,P
Vinay,99.5,1683.7,1288.5,54,55.5,3.3,11.6,13.4,P
Vinay,149.4,1073.6,705.7,61.9,55,3.2,4.2,5.6,P
Vinay,99.6,713.6,682.6,65.3,62.8,3.2,5.6,7.3,P
Vinay,82.6,719.4,690.6,46.6,42.6,3.2,0.5,4,P
Vinay,83.2,1062.6,756.6,61.8,54.6,3.3,22.9,44.3,P
Vinay,265.5,1087.7,762.2,62.9,55.3,3.3,38.3,60.5,P
Vinay,397.9,703,643.5,54,49.8,3.2,20.1,26.6,P
Vinay,115.9,1076.3,694.9,61.7,55.4,3.2,16.4,14.6,P
Vinay,149.3,1060,682.1,59.8,52.3,3.1,10.4,14,P
Vinay,381.6,1133.2,713.7,60.2,52.5,3.2,7.6,16.9,P
Vinay,33.1,854,1676.3,58.5,49,3.3,593.4,1868.7,P
Vinay,83.2,1153.3,733.6,61,53.2,3.2,6.3,5.7,P
Vinay,166.2,884.3,704.7,36.4,31.6,3,168.6,37.1,P
Vinay,132.5,800.2,678.8,47.1,42.3,3.1,5.8,9.5,P
Vinay,116.3,899.1,692.3,60.4,55.3,3.1,5.4,8.5,P
Vinay,364.8,842.2,684.9,40.1,36,3.1,26.9,15.7,P
Vinay,182.7,504.8,602.7,33.8,31,3.1,71.1,59.4,P
Vinay,83,442.8,550.5,56.4,54.4,3.1,3.7,2.7,P
Vinay,116.4,798.9,679.3,63.9,58.7,3.1,6.2,11.1,P
Vinay,83.2,877.6,696.3,36,30.6,3.1,65.9,36.2,P
Vinay,83.2,1242.7,768.3,47,40.2,3.3,1.3,1.1,P
Vinay,165.7,1284,787.5,61,53.7,3.3,6.1,4.2,P
Vinay,249.3,1188.9,732.4,59.8,53.2,3.2,5,8.3,P
Vinay,99.9,1329.4,52,72,54.5,4.2,13.3,13.4,P
Vinay,99.6,1283.5,31.3,72.5,54.5,4.3,52.8,15.9,P
Vinay,149.2,485.4,575.9,77.7,65.9,3.9,93.9,53.9,P
Vinay,148.9,930,598.9,70.7,65.6,3.6,32.3,11.8,P
Vinay,182.5,674.5,534.5,68.4,64.7,3.5,20.9,39.9,P
Vinay,165.4,721.9,540.7,67.2,61.8,3.4,17.8,16.9,P
Vinay,248.8,732.3,550.4,66.8,61.6,3.3,22.8,25.4,P
Vinay,415.1,762.4,567.5,67.2,61.9,3.4,28.3,48.2,P
Vinay,696.8,840.7,583.1,67.2,61.2,3.4,88.1,72.9,P
Vinay,149.4,891.6,609.8,68.3,61.9,3.4,15.2,13.8,P
Vinay,332.2,908.5,636.7,61.5,55.9,3.4,39.2,53.9,P
Vinay,99.7,934.5,613.7,43.8,38.3,3.4,42.1,39,P
Vinay,364.7,914.3,643.4,64.2,57.8,3.4,76.9,77.6,P
Vinay,165.7,910.5,615.9,64.8,58.7,3.2,23.3,32.5,P
Vinay,165.8,739.3,593,64.1,58.5,3.3,26.9,25.1,P
Vinay,133.2,749.4,581.4,68.4,61,3.4,16.7,21.8,P
Vinay,1028.9,791.2,544.2,66.3,58.8,3.3,45.4,63.5,P
Vinay,265.6,867.1,586.5,64.4,57.3,3.2,37.1,25,P
Vinay,265.3,829.6,592.9,61.4,54.3,3.2,10.1,17,P
Vinay,116,774.7,581.8,64.1,57.9,3.2,9.4,19.1,P
Vinay,83.2,749.1,578.4,63.8,56.8,3.3,3.8,7.6,P
Vinay,149,714.1,586.9,63.1,57.4,3.3,11.6,20,P
Vinay,83.1,712.6,585.3,64.6,57.8,3.3,4.1,6.4,P
Vinay,149.6,717.1,583.1,64.8,60.2,3.4,22.9,17.9,P
Vinay,82.8,785.6,606.6,64.6,58.8,3.3,13.3,7.7,P
Vinay,99.3,844.3,618,44.4,39.8,3.4,9,5.6,P
Vinay,481.7,876.6,622.7,64.6,58.4,3.2,46.8,36.7,P
Vinay,1012.7,889.3,637.6,60.7,54.1,3.1,24.4,24.9,P
Vinay,581,907.2,637.9,60,53.5,3.1,51.9,52.7,P
Vinay,115.9,923.7,660.6,61,54,3.1,26.1,21.1,P
Vinay,132.8,912.4,694.2,34.3,30.3,3.1,15.1,15.6,P
Vinay,265.3,997,698.5,59.7,53.7,3,20.4,81.2,P
Vinay,182.5,578.7,556.7,52.8,47.6,3,21.5,43.7,P
Vinay,116.1,617.2,565.7,57.4,51.9,3,19.8,12.3,P
Vinay,116.4,701.4,618.2,62.6,57.3,3,6.4,17.6,P
Vinay,149.6,750.4,620.8,61.8,57.1,3,14.8,24.1,P
Vinay,83.1,577.2,565.9,36.6,32.4,3,3.4,8.2,P
Vinay,99.3,826.8,676.2,58.8,55,3,17.3,22.3,P
Vinay,199.1,878.3,689.4,57.8,53,3,30.6,39.4,P
Vinay,597.8,903.6,712.9,47,42.9,3,66.9,36.1,P
Vinay,82.8,928.9,704.6,35.4,31.2,3.1,58.4,60.4,P
Vinay,116.2,635.8,581.9,59.1,56,3,7.2,7.3,P
Vinay,116.2,765.4,633.9,60.3,54.9,3,8.8,7.5,P
Vinay,166.4,973.8,684.3,61.2,53.9,3,9.4,15,P
Vinay,132.7,1001.5,686,57.9,50.5,3.1,7.4,8,P
Vinay,182.3,667.6,568.6,61.1,53.5,3,17.4,42.1,P
Vinay,83.1,717.5,559.9,60.2,54.6,3,21.2,22.9,P
Vinay,199.1,868.3,693.6,63.4,58.1,3.1,32.5,25.6,P
Vinay,182.7,702.7,636.9,63.5,57.4,3.1,15.1,6.1,P
Vinay,315.1,894.2,717.1,43.4,38.9,3.1,34.6,35.5,P
Vinay,132.9,908,724.4,37.4,32.1,3,54.4,49.9,P
Vinay,249.3,936.1,739.6,32.1,27.2,3,10.2,7.2,P
Vinay,199.1,991.5,1000.2,41.5,35.8,3,63.7,1589.1,P
Vinay,398.3,948.5,1398.7,30.4,25.5,3,17.1,2089.1,P
Vinay,132.7,972.1,1680.7,29.9,25,3,19.7,1917.5,P
Vinay,282.1,1070.7,720.9,59.5,53.2,3,69.9,25.9,P
Vinay,248.7,1105.2,733.4,58.7,52.6,3,25.8,21.9,P
Vinay,547.8,1152.4,767.2,58.9,52.7,3.1,55,66.5,P
Vinay,132.7,1060.4,695.3,60.4,53.8,3.1,28.6,21.9,P
Vinay,99.8,662,593.3,51.2,45.8,3,5.6,5,P
Vinay,165.9,732.9,648.7,58.9,53.1,3.1,24.4,49.1,P
Vinay,99.4,891.4,693.3,60.8,54.3,3.1,15.7,27.9,P
Vinay,149.7,701.7,607.7,63.9,56.9,3.1,15,14.2,P
Vinay,198.8,775,588,64.2,57.7,3.2,165.8,49.6,P
Vinay,348.8,803.4,573.9,67.8,60,3.3,147.4,92,P
Vinay,133.4,644,513.4,66.5,57.5,3.2,66.9,34.9,P
Vinay,99.6,577.1,421.6,64.2,56.5,3.2,81.8,46.1,P
Vinay,83.3,668.1,206.5,71,60.4,3.7,43.9,72.7,P
Vinay,133,865.7,456.8,71.5,65,3.8,24.7,12.7,P
Vinay,149.1,886.9,504,67.8,62.6,3.6,15.9,26.1,P
Vinay,99.9,888.8,543.9,67.3,63,3.5,17.3,10.9,P
Vinay,116.2,919.7,577.5,66.4,62.9,3.5,23.5,45,P
Vinay,149.8,678.9,382.8,68.9,60.6,3.5,63.7,57.5,P
Vinay,99.2,633.2,395.3,67.7,59,3.5,3.4,3.2,P
Vinay,116.2,567.4,363.5,67.1,59.4,3.4,13.4,14.5,P
Vinay,332.2,673.5,419.1,67,59,3.4,82.6,54.8,P
Vinay,199.2,507.5,402.1,68.2,61.6,3.5,21.7,46.6,P
Vinay,198.6,484.3,424.2,68,62.6,3.4,31.7,30.8,P
Vinay,116.7,664.1,500.2,67.7,61,3.4,20.5,12.9,P
Vinay,149.6,741.1,546,67.8,62.6,3.4,30.9,12.9,P
Vinay,132.7,550.2,460,67.5,62.9,3.4,6.7,17.5,P
Vinay,115.9,579.7,480.1,68.1,63,3.4,4.9,4.9,P
Vinay,83.3,606.7,465.8,66.6,60,3.3,2.9,3.4,P
Vinay,83.3,569.5,458.9,65,59,3.2,6.6,8.1,P
Vinay,249,542.2,455.6,65.3,59.5,3.2,44.2,41.8,P
Vinay,248.6,613.5,489.6,65.7,59.8,3.3,24.9,32.1,P
Vinay,116,605.4,544.8,68.4,63.4,3.4,23,20.5,P
Vinay,431.2,726,601,69.8,63.8,3.4,37.2,16.6,P
Vinay,248.8,768.4,609.9,70.7,64.6,3.4,14.2,11.3,P
Vinay,331.9,784.7,602.7,68.9,63.1,3.4,10.7,13,P
